topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should subsidize condoms,"Joseph McIlhaney, a Texas-based doctor known for his published beliefs rejecting the use of condoms to prevent the spread of HIV and other sexually transmitted diseases, and his continued advocacy of abstinence-only programs despite negligible evidence that they actually reduce pregnancy rates among young people.","According to a 2000 report by the National Institutes of Health (NIH), correct and consistent use of latex condoms reduces the risk of HIV/AIDS transmission by approximately 85% relative to risk when unprotected, putting the seroconversion rate (infection rate) at 0.9 per 100 person-years with condom, down from 6.7 per 100 person-years.",2,1.0,CON,PRO,0.8413746356964111,0.8220189213752747,1727,1759,Presidential Advisory Council on HIV/AIDS,Condom,https://en.wikipedia.org/wiki/Presidential_Advisory_Council_on_HIV/AIDS,https://en.wikipedia.org/wiki/Condom
We should further exploit hydroelectric dams,"Morocco plans a $13 billion expansion of wind, solar and hydroelectric power generation capacity and associated infrastructure that should see the country get 42% of its electricity from renewable sources by 2020 [REF].","Since the late twentieth century, hydroelectric power has been a very important aspect of Bhutan's economic development as a low-cost energy source supporting more capital-intensive industries, such as forestry, mining, and cement and calcium carbide production.",1,0.86,PRO,PRO,0.792158305644989,0.43351295590400696,3008,3011,Renewable energy in Morocco,Energy in Bhutan,https://en.wikipedia.org/wiki/Renewable_energy_in_Morocco,https://en.wikipedia.org/wiki/Energy_in_Bhutan
We should ban breast implants,"The long-term study of 25,000 women, Mortality among Canadian Women with Cosmetic Breast Implants (2006), reported that the ""findings suggest that breast implants do not directly increase mortality in women.""[REF] .","In 2002, the U.S. Food and Drug Administration reviewed the studies on the human biological effects of breast-implant platinum, and reported little causal evidence of platinum toxicity to women with breast implants [REF].",1,0.67,CON,PRO,0.9511387348175048,0.5945290923118591,1383,1368,Breast implant,Breast implant,https://en.wikipedia.org/wiki/Breast_implant,https://en.wikipedia.org/wiki/Breast_implant
We should legalize prostitution,"Over the years, India has seen a growing mandate to legalize prostitution, to avoid exploitation of sex workers and their children by middlemen and in the wake of a growing HIV/AIDS menace.","Feminists who hold such views on prostitution include Kathleen Barry, Melissa Farley,[REF][REF] Julie Bindel,[REF][REF] Sheila Jeffreys, Catharine MacKinnon[REF] and Laura Lederer;[REF] the European Women's Lobby has also condemned prostitution as ""an intolerable form of male violence"" [REF].",1,0.67,PRO,CON,0.6520581245422363,0.6740348935127258,1576,1608,Prostitution in India,Feminism,https://en.wikipedia.org/wiki/Prostitution_in_India,https://en.wikipedia.org/wiki/Feminism
We should legalize cannabis,"In 2001, a report by David Boyum and Mark Kleiman entitled ""Substance Abuse Policy from a Crime-Control Perspective"" found the ""high"" from cannabis is unlikely to trigger violence and concluded:[REF] .","The BEACH[REF] study (Bettering the Evaluation and Care of Health) conducted by the Australian General Practice Statistics and Classification Centre, based at the University of Sydney, found that ""cannabis smokers are more likely to suffer depression, anxiety and psychosis"".",2,0.67,PRO,CON,0.3958510160446167,0.8718821406364441,848,807,Decriminalization of non-medical cannabis in the United States,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
We should end affirmative action,"Grutter v. Bollinger, 539 U.S. 306 (2003), was a case in which the United States Supreme Court upheld the affirmative action admissions policy of the University of Michigan Law School.","In the 2000 campaign, Lieberman assured the black voters, ""I have supported affirmative action, I do support affirmative action, and I will support affirmative action because history and current reality make it necessary.""[REF] .",1,0.71,CON,CON,0.34596040844917303,0.7761022448539734,2433,2466,Grutter v. Bollinger,Political positions of Joe Lieberman,https://en.wikipedia.org/wiki/Grutter_v._Bollinger,https://en.wikipedia.org/wiki/Political_positions_of_Joe_Lieberman
We should legalize prostitution,"In July 1941, President Franklin D. Roosevelt had signed into law a federal ban on prostitution near naval and military bases [REF].",Opinion polls have shown that up to 70% of the population supports banning the purchase of sexual services [REF].,2,0.78,CON,CON,0.5180975794792175,0.7935476899147034,1570,1610,San Antonio Sporting District,Prostitution in Europe,https://en.wikipedia.org/wiki/San_Antonio_Sporting_District,https://en.wikipedia.org/wiki/Prostitution_in_Europe
We should introduce universal health care,The Communist government asserted that universal health care was to become a priority of state planning and progress was made in rural areas [REF].,"In April 2010, Koroma sign into law the country's free health care program for pregnant women, nursing mothers and children under the age of five [REF].",1,0.67,PRO,PRO,0.7590863108634949,0.561864972114563,3318,3358,Cuba,Ernest Bai Koroma,https://en.wikipedia.org/wiki/Cuba,https://en.wikipedia.org/wiki/Ernest_Bai_Koroma
We should end affirmative action,"Some policies adopted as affirmative action, such as racial quotas or gender quotas for collegiate admission, have been criticised as a form of reverse discrimination, and such implementation of affirmative action has been ruled unconstitutional by the majority opinion of Gratz v. Bollinger.","In the 1970s, the Malaysian government implemented policies which The Economist called ""racially discriminatory"" designed to favour bumiputras (including affirmative action in public education) to create opportunities, and to defuse inter-ethnic tensions following the extended violence against Chinese Malaysians in the 13 May Incident in 1969 [REF].",1,1.0,PRO,CON,0.21047142148017886,0.7038664817810059,2451,2503,Affirmative action in the United States,Bumiputera (Malaysia),https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States,https://en.wikipedia.org/wiki/Bumiputera_(Malaysia)
We should ban male infant circumcision,"Several studies, conducted in Uganda and its neighbors, indicate that adult male circumcision may be a cost-effective means of reducing HIV infection.","The American Cancer Society (2009) stated, ""Most experts agree that circumcision should not be recommended solely as a way to prevent penile cancer.""[REF] .",2,0.75,CON,PRO,0.8699154853820801,0.9410403966903688,1854,1824,HIV/AIDS in Uganda,Circumcision,https://en.wikipedia.org/wiki/HIV/AIDS_in_Uganda,https://en.wikipedia.org/wiki/Circumcision
Bullfighting should be banned,"Rabbi Ovadia Yosef has characterized bullfighting as ""a culture of sinful and cruel people"" which is opposed by Torah values [REF].","According to a poll conducted by the Sports Marketing Group in Atlanta in 2003, 46.2% of Americans polled hated or strongly disliked bull fighting [REF].",2,0.63,PRO,PRO,0.5855546593666077,0.6673495173454285,1196,1173,Tza'ar ba'alei chayim,Bullfighting,https://en.wikipedia.org/wiki/Tza'ar_ba'alei_chayim,https://en.wikipedia.org/wiki/Bullfighting
Sex education should be mandatory,"Many Western countries have instituted sex education programs, the main objective of which is to reduce such pregnancies and STDs.","The Family Council of Victoria also opposes sex-education and anti-homophobia policies in public schools, which it claims is ""pro-homosexual indoctrination"" of students [REF].",1,0.88,PRO,CON,0.6245657205581665,0.77731853723526,930,969,Virginity,Kevin Andrews (Australian politician),https://en.wikipedia.org/wiki/Virginity,https://en.wikipedia.org/wiki/Kevin_Andrews_(Australian_politician)
We should legalize prostitution,"On November 3, governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].",Opinion polls have shown that up to 70% of the population supports banning the purchase of sexual services [REF].,2,0.71,CON,CON,0.5821094512939453,0.7935476899147034,1622,1610,Prostitution in the United States,Prostitution in Europe,https://en.wikipedia.org/wiki/Prostitution_in_the_United_States,https://en.wikipedia.org/wiki/Prostitution_in_Europe
We should abolish the monarchy,"According to a 2002 poll by Ipsos-Reid, 79% of Canadians supported ""the constitutional monarchy as Canada's form of government where we elect governments whose leader becomes Prime Minister,""[REF] and a further 62% believed the monarchy helped to define Canada's identity [REF].",[REF] Polls indicate that many New Zealanders see the monarchy as being of little day-to-day relevance; a One News Colmar Brunton poll in 2002 found that 58% of the population believed the monarchy has little or no relevance to their lives.,1,0.67,CON,PRO,0.7401977181434631,0.8343237638473511,4009,4004,Debate on the monarchy in Canada,Monarchy of New Zealand,https://en.wikipedia.org/wiki/Debate_on_the_monarchy_in_Canada,https://en.wikipedia.org/wiki/Monarchy_of_New_Zealand
We should legalize polygamy,The recently independent country of Southern Sudan also recognizes polygamy.,A 2011 opinion poll showed that most Malaysians and Indonesians youth opposed polygamy.,2,0.75,PRO,CON,0.4827722311019898,0.6963681578636169,2584,2571,Legal status of polygamy,Polygamy,https://en.wikipedia.org/wiki/Legal_status_of_polygamy,https://en.wikipedia.org/wiki/Polygamy
We should legalize prostitution,"As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief [REF] and Sisyphe [REF] believe that keeping prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.","Liquor, gambling, and prostitution were ubiquitous, supported in Seattle by one of the city's founders, David Swinson ""Doc"" Maynard, who believed that well-run prostitution could be a functional part of the economy.",1,0.63,CON,PRO,0.8732159733772278,0.588632345199585,1572,1555,Human trafficking in Canada,History of Washington (state),https://en.wikipedia.org/wiki/Human_trafficking_in_Canada,https://en.wikipedia.org/wiki/History_of_Washington_(state)
We should legalize prostitution,"The appellants' argument then, more precisely stated, is that in criminalizing so many activities surrounding the act itself, Parliament has made prostitution de facto illegal if not de jure illegal."",","As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief [REF] and Sisyphe [REF] believe that keeping prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.",2,0.86,CON,CON,0.644332766532898,0.8732159733772278,1564,1572,Prostitution in Canada,Human trafficking in Canada,https://en.wikipedia.org/wiki/Prostitution_in_Canada,https://en.wikipedia.org/wiki/Human_trafficking_in_Canada
We should lower the drinking age,"Dan Wolter, a spokesman for the university, said, ""We recognize and understand that underage drinking is a big problem in our society as a whole so that is a stand that the University wanted to take.""[REF] .","Because of moral panic involving alcohol abuse among minors (a 16-year-old boy died after having consumed 52 shots of tequila in a bar in early 2007), some Germans began to demand that the drinking age be raised.",1,0.71,CON,CON,0.7292029857635498,0.09076035767793657,2100,2139,TCF Bank Stadium,Alcohol laws in Germany,https://en.wikipedia.org/wiki/TCF_Bank_Stadium,https://en.wikipedia.org/wiki/Alcohol_laws_in_Germany
We should prohibit corporal punishment,"Diana Baumrind believes that the evidence seems to indicate that mild, nonabusive, physical punishment is not harmful when used occasionally, in a loving relationship, and in conjunction with other methods of discipline, most notably with reasoning.","Boys are more likely than girls to be spanked at home,[REF] and corporal punishment of boys tends to be more severe and more aggressive than that of girls[REF] despite some research suggesting that corporal punishment is more counterproductive for boys than girls [REF].",1,0.67,CON,PRO,0.7657476663589478,0.6369651556015015,3418,3411,Spanking,Corporal punishment in the home,https://en.wikipedia.org/wiki/Spanking,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
Sex education should be mandatory,"In fact, 88% of parents of junior high school students and 80% of parents of high school students believe that sex education in school makes it easier for them to talk to their adolescents about sex [REF].","Public opinion polls conducted over the years have found that the majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the totally opposite conclusion [REF].",1,0.89,PRO,PRO,0.547029972076416,0.827472448348999,955,953,Sex education,Adolescent sexuality in the United States,https://en.wikipedia.org/wiki/Sex_education,https://en.wikipedia.org/wiki/Adolescent_sexuality_in_the_United_States
We should increase gun control,"Through a spokeswoman, Kennedy said that she supports legislation legalizing same-sex marriage, is pro-choice, is a strong supporter of gun control, opposes the death penalty,[REF] and favors restoring the Federal Assault Weapons Ban, which expired in 2004 [REF].","Regarding the Second Amendment, Coburn believes that it ""recognizes the right of individual, law-abiding citizens to own and use firearms,"" and he opposes ""any and all efforts to mandate gun control on law-abiding citizens.""[REF]",2,0.86,PRO,CON,0.8451170325279236,0.9235355257987976,480,476,Caroline Kennedy,Tom Coburn,https://en.wikipedia.org/wiki/Caroline_Kennedy,https://en.wikipedia.org/wiki/Tom_Coburn
We should abolish the right to keep and bear arms,"Akin was an outspoken opponent of abortion and embryonic stem cell research, a supporter of the right to keep and bear arms, and is generally opposed to increases in taxation and spending.","In Parker v. District of Columbia, Silberman held that the District of Columbia's flat ban on the registration and carrying of firearms violated the Second Amendment right ""to keep and bear arms.""[REF]",2,0.86,CON,CON,0.7883071899414062,0.6590920090675354,1485,1419,Todd Akin,Laurence H. Silberman,https://en.wikipedia.org/wiki/Todd_Akin,https://en.wikipedia.org/wiki/Laurence_H._Silberman
We should adopt vegetarianism,"Jewish Vegetarians of North America (JVNA) is a grassroots organization promoting vegetarianism as ""God's ideal diet""[REF] Notable Jewish vegetarians include David Rosen, She'ar Yashuv Cohen, Roberta Kalechofsky, Yonassan Gershom and Richard H. Schwartz.",The study found that this group of vegetarians (lacto-ovo) have a significantly higher amount of plasma carboxymethyllysine and advanced glycation endproducts (AGEs) compared to this group of non-vegetarians [REF].,2,0.7,PRO,PRO,0.16792504489421844,0.5924464464187622,3917,3923,Vegetarianism and religion,Vegetarianism,https://en.wikipedia.org/wiki/Vegetarianism_and_religion,https://en.wikipedia.org/wiki/Vegetarianism
We should further exploit wind turbines,A 2007 report by the U.S. National Research Council noted that noise produced by wind turbines is generally not a major concern for humans beyond a half-mile or so.,"The Red Hills Wind Farm includes 82 wind turbine generators that produce 123 MW of clean energy, enough to power more than 40,000 homes [REF].",2,1.0,PRO,PRO,0.8758809566497803,0.7368002533912659,1528,1539,Environmental impact of wind power,"Elk City, Oklahoma",https://en.wikipedia.org/wiki/Environmental_impact_of_wind_power,"https://en.wikipedia.org/wiki/Elk_City,_Oklahoma"
We should legalize polygamy,"In modern times a minority of Roman Catholic theologians have argued that polygamy, though not ideal, can be a legitimate form of Christian marriage in certain regions, in particular Africa [REF].","Ramzan Kadyrov, President of the Chechen Republic, has been quoted on radio as saying that the depopulation of Chechnya by war justifies legalizing polygamy [REF].",1,0.71,PRO,PRO,0.8563267588615417,0.7877852320671082,2552,2570,Polygamy,Polygyny,https://en.wikipedia.org/wiki/Polygamy,https://en.wikipedia.org/wiki/Polygyny
We should legalize cannabis,"A large, unselected population-based study, published in British Journal of Psychiatry (2008), examined cannabis use and prodromal symptoms of psychosis at age 15-16 years and concluded that cannabis use was associated with prodromal symptoms of psychosis in adolescence [REF].",The researchers conclude there is emerging evidence that positive experiences to early cannabis use are a significant predictor of late dependence and that genetic predisposition plays a role in the development of problematic use.,1,0.86,CON,CON,0.9083563089370728,0.8518982529640198,854,806,Long-term effects of cannabis,Cannabis dependence,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis,https://en.wikipedia.org/wiki/Cannabis_dependence
We should prohibit hydraulic fracturing,"""GASLAND has a critically important message that people need to hear-that hydraulic fracturing, the gas drilling technology that is sweeping the nation, is completely unregulated by the federal government and poses unacceptable risks to drinking water supplies throughout the country, especially New York City's drinking water supply from upstate New York,"" Gennaro said in a release.","In 2004, the EPA released a study that concluded the threat to drinking water from hydraulic fracturing was ""minimal"" and the Energy Policy Act of 2005 exempted fractured wells from being re-classified as injection wells, which would place them under federal regulation under the Safe Drinking Water Act [REF].",1,0.78,PRO,CON,0.7380573749542236,0.8563528060913086,2709,2701,James F. Gennaro,Hydraulic fracturing in the United States,https://en.wikipedia.org/wiki/James_F._Gennaro,https://en.wikipedia.org/wiki/Hydraulic_fracturing_in_the_United_States
We should further exploit hydroelectric dams,"The Act makes Vermont the first U.S. state to declare large-scale hydroelectric power as ""a renewable energy resource"" [REF].","Hydroelectric power is currently an important part of the world's energy supply, generating one-fifth of the world's electricity [REF].",2,1.0,PRO,PRO,0.8672094345092773,0.6442960500717163,2991,3009,Electricity sector in Canada,Energy development,https://en.wikipedia.org/wiki/Electricity_sector_in_Canada,https://en.wikipedia.org/wiki/Energy_development
We should prohibit corporal punishment,"A 1996 study by Straus suggested that children who receive corporal punishment are more likely to be angry as adults, use spanking as a form of discipline, approve of striking a spouse, and experience marital discord [REF].","The DCF summary report stated that Victory Forge staff were believed to have ""engaged in physical discipline that is harmful to children, such as choking to unconsciousness, punching, kicking, banging heads into walls and cabinets.""[REF]",1,0.71,PRO,PRO,0.8323875665664673,0.7085677981376648,3417,3376,Corporal punishment in the home,Victory Forge Military Academy,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home,https://en.wikipedia.org/wiki/Victory_Forge_Military_Academy
We should legalize prostitution,A number of established businesses have claimed that the open prostitution hurts their business[REF] such as a VIPS restaurant that states that the number of patrons decreases significantly at night [REF].,"On November 3, 2009, Governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].",1,0.88,CON,CON,0.7124947309494019,0.6142413020133972,1630,1581,Colonia San Rafael,Prostitution in Rhode Island,https://en.wikipedia.org/wiki/Colonia_San_Rafael,https://en.wikipedia.org/wiki/Prostitution_in_Rhode_Island
We should adopt socialism,"During these years, Mujib developed an affinity for socialism as the ideal solution to mass poverty, unemployment and poor living conditions.",The economist John Kenneth Galbraith has criticized communal forms of socialism that promote egalitarianism in terms of wages/compensation as unrealistic in its assumptions about human motivation: .,2,0.7,PRO,CON,0.2970572412014008,0.5997701287269592,3540,3520,Sheikh Mujibur Rahman,Criticisms of Marxism,https://en.wikipedia.org/wiki/Sheikh_Mujibur_Rahman,https://en.wikipedia.org/wiki/Criticisms_of_Marxism
We should introduce universal health care,"A 2008 survey of over two thousand doctors published in Annals of Internal Medicine, shows that physicians support universal health care and national health insurance by almost 2 to 1 [REF].","A 1960s record distributed by the American Medical Association, narrated by Ronald Reagan, warns that universal health care could lead to lost freedoms and socialism.",1,0.78,PRO,CON,0.8307879567146301,0.7832679748535156,3321,3345,Public opinion on health care reform in the United States,Sicko,https://en.wikipedia.org/wiki/Public_opinion_on_health_care_reform_in_the_United_States,https://en.wikipedia.org/wiki/Sicko
We should adopt vegetarianism,"Like Ritson, Shelley believed that a meatless diet was the best mode of consumption for a healthy, disease-free life.","Mohandas Gandhi, James Bevel, and other nonviolent proponents advocated vegetarianism as part of their nonviolent philosophy.",1,0.7,PRO,PRO,0.8123951554298401,0.6891738772392273,3912,3896,Vegetarianism and Romanticism,Nonviolence,https://en.wikipedia.org/wiki/Vegetarianism_and_Romanticism,https://en.wikipedia.org/wiki/Nonviolence
We should prohibit corporal punishment,"On social issues, Harper argued for ""parental rights"" to use corporal punishment against their children and supported raising the age of sexual consent [REF].","As early as 1985 The New York Times stated that ""most child-care experts today disapprove of physical punishment.""[REF] .",2,0.88,CON,PRO,0.6316759586334229,0.6949782371520996,3379,3414,Stephen Harper,Child discipline,https://en.wikipedia.org/wiki/Stephen_Harper,https://en.wikipedia.org/wiki/Child_discipline
We should introduce a flat tax,Advocates of the flat tax argue that the former communist states of Eastern Europe have benefited from the adoption of a flat tax.,"Schmidt called for additional changes to the Internal Revenue Code, such as adopting a flat tax and repealing the estate and capital gains taxes.",1,0.7,PRO,PRO,0.5228069424629211,0.1799675226211548,3634,3617,Flat tax,Jean Schmidt,https://en.wikipedia.org/wiki/Flat_tax,https://en.wikipedia.org/wiki/Jean_Schmidt
We should subsidize biofuels,"A 2010 study commissioned by the European Commission found that emission reduction effects of first-generation biofuels are positive, even after discounting indirect land use change effects, particularly the ""more emission-efficient"" sugarcane ethanol from Brazil, which would have to be imported to assure the environmental viability of the EU's biofuels mandate [REF].","Jean Ziegler, then UN Special Rapporteur on food, concluded that while the argument for biofuels in terms of energy efficiency and climate change are legitimate, the effects for the world's hungry of transforming wheat and maize crops into biofuel are ""absolutely catastrophic,"" and terms such use of arable land a ""crime against humanity.""",1,0.63,PRO,CON,0.8563102483749391,0.7492599487304688,2065,2043,Ethanol fuel in Brazil,Food vs. fuel,https://en.wikipedia.org/wiki/Ethanol_fuel_in_Brazil,https://en.wikipedia.org/wiki/Food_vs._fuel
We should prohibit hydraulic fracturing,The study concluded that fracking has seriously contaminated shallow groundwater supplies in northeast Pennsylvania with flammable methane.,"On March 28, 2012 Ruffalo appeared on the Colbert report to discuss his continued opposition to fracking and promote www.waterdefense.org .",1,1.0,PRO,PRO,0.9002295136451721,0.4081528186798096,2714,2658,Hydraulic fracturing in the United States,Mark Ruffalo,https://en.wikipedia.org/wiki/Hydraulic_fracturing_in_the_United_States,https://en.wikipedia.org/wiki/Mark_Ruffalo
We should further exploit geothermal energy,"By integrating renewable energy sources such as solar photovoltaic, solar thermal, and even geothermal energy into structures, it is possible to create zero emission buildings, where energy consumption is self-generating and non-polluting.","Development plans such as those by World Wide Assets LLC for entire cities using only geothermal energy for electricity, geothermal desalination, and employing full recycling systems for water and waste are under development (2006) in Mexico and Australia.",2,0.67,PRO,PRO,0.8719310760498047,0.22462286055088046,1094,1057,Environmental design,Low-carbon economy,https://en.wikipedia.org/wiki/Environmental_design,https://en.wikipedia.org/wiki/Low-carbon_economy
We should abolish the monarchy,"Former Deputy Prime Minister Michael Cullen declared that he supported the monarchy, stating in 2004 he was ""a sort of token monarchist in the Cabinet these days.""[REF]","A 1999 Gallup poll found that 48% of Canadians thought Canada should have a monarch as its head of state, while 43% thought Canada should discontinue its ties with the monarchy.",2,1.0,CON,CON,0.8248883485794067,0.5679892897605896,4007,4022,Monarchy of New Zealand,Debate on the monarchy in Canada,https://en.wikipedia.org/wiki/Monarchy_of_New_Zealand,https://en.wikipedia.org/wiki/Debate_on_the_monarchy_in_Canada
We should legalize cannabis,"The survey results found that cannabis was moderately effective in reducing symptoms of appetite loss, depression, pain, spasticity, drooling and weakness and the longest relief reported was for depression.","Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it.",1,0.89,PRO,CON,0.8498221635818481,0.8645851612091064,869,864,Medical cannabis,Places that have decriminalized non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Medical_cannabis,https://en.wikipedia.org/wiki/Places_that_have_decriminalized_non-medical_cannabis_in_the_United_States
We should end affirmative action,"Researchers found that a removal of affirmative action policies from all colleges and universities would result in a significant drop in minority presence in all institutions of higher education, upholding affirmative action's role in diversity in the American classroom [REF].","In 1965, President Lyndon B. Johnson delivered a speech to the graduating class at Howard, where he outlined his plans for civil rights legislation and endorsed aggressive affirmative action to combat the effects of years of segregation of blacks from the nation's economic opportunities [REF].",1,0.86,CON,CON,0.7477197051048279,0.6033039093017578,2485,2474,Diversity in the classroom,Howard University,https://en.wikipedia.org/wiki/Diversity_in_the_classroom,https://en.wikipedia.org/wiki/Howard_University
We should legalize cannabis,"Proponents of fully decriminalizing cannabis to allow the regulated cultivation and sale of cannabis, including Law Enforcement Against Prohibition, argue that fully decriminalizing cannabis would largely decrease financial gains earned by gangs in black market cannabis sales and trafficking [REF].","Surprisingly, an extensive study published in 2006 by Donald Tashkin of the University of California, Los Angeles found that there is no significant link between smoking cannabis and lung cancer [REF].",1,0.67,PRO,PRO,0.6265594363212585,0.7500514388084412,836,857,Decriminalization of non-medical cannabis in the United States,Cannabis-associated respiratory disease,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States,https://en.wikipedia.org/wiki/Cannabis-associated_respiratory_disease
We should adopt vegetarianism,ISKCON New Mathura Vrindaban is strictly vegetarian and believes that meat consumption creates negative karma.,"Like Ritson, Shelley believed that a meatless diet was the best mode of consumption for a healthy, disease-free life.",2,0.89,PRO,PRO,0.3892469108104706,0.8123951554298401,3904,3912,New Vrindaban,Vegetarianism and Romanticism,https://en.wikipedia.org/wiki/New_Vrindaban,https://en.wikipedia.org/wiki/Vegetarianism_and_Romanticism
We should legalize prostitution,Some commentators in China and overseas contend that the PRC's policy of banning prostitution is problematic because it hinders the task of developing measures to prevent the spread of HIV [REF].,"The appellants' argument then, more precisely stated, is that in criminalizing so many activities surrounding the act itself, Parliament has made prostitution de facto illegal if not de jure illegal."",",1,0.9,PRO,CON,0.8409126400947571,0.644332766532898,1566,1564,Prostitution in the People's Republic of China,Prostitution in Canada,https://en.wikipedia.org/wiki/Prostitution_in_the_People's_Republic_of_China,https://en.wikipedia.org/wiki/Prostitution_in_Canada
We should increase gun control,"Specter strongly opposes most gun control, voting against the Brady Bill, background checks at gun shows, the ban on assault weapons, and trigger locks for handguns [REF].","Although the Brazilian Government, the Catholic Church, and the United Nations, argued in favor of a gun ban, it was argued successfully that guns are needed for personal security [REF].",2,0.67,CON,PRO,0.8749724030494691,0.7747042179107666,444,473,Arlen Specter,Gun politics in Brazil,https://en.wikipedia.org/wiki/Arlen_Specter,https://en.wikipedia.org/wiki/Gun_politics_in_Brazil
We should further exploit geothermal energy,"In 2007, geothermal energy provided about 66 percent of primary energy, the share of hydropower was 15 percent, and fossil fuels (mainly oil) 19 percent [REF].","The Wyoming Geothermal Outreach Program aims to increase public awareness of opportunities in geothermal energy, as it works with government and industry to improve the state's regulatory and economic environment.",1,0.6,PRO,PRO,0.6513549089431763,0.486177533864975,1056,1054,Renewable energy in Iceland,Climate change in Wyoming,https://en.wikipedia.org/wiki/Renewable_energy_in_Iceland,https://en.wikipedia.org/wiki/Climate_change_in_Wyoming
We should further exploit geothermal energy,"The South Australian Centre for Geothermal Energy Research (SACGER) was established in 2010 as a part of state government's Renewable Energy Fund in order to promote a world class hub for practical, high priority geothermal energy research.","The Wyoming Geothermal Outreach Program aims to increase public awareness of opportunities in geothermal energy, as it works with government and industry to improve the state's regulatory and economic environment.",2,0.71,PRO,PRO,0.6112098097801208,0.486177533864975,1060,1054,Energy in South Australia,Climate change in Wyoming,https://en.wikipedia.org/wiki/Energy_in_South_Australia,https://en.wikipedia.org/wiki/Climate_change_in_Wyoming
We should legalize cannabis,"In recent years, Copenhagen Municipality has been in favor of legalizing cannabis via state-run coffee-shops, in order to take over the control of the substance which is currently mostly supplied by criminal gangs [REF].","Proponents of fully decriminalizing cannabis to allow the regulated cultivation and sale of cannabis, including Law Enforcement Against Prohibition, argue that fully decriminalizing cannabis would largely decrease financial gains earned by gangs in black market cannabis sales and trafficking [REF].",2,0.9,PRO,PRO,0.5141888260841371,0.6265594363212585,841,836,Legality of cannabis,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Legality_of_cannabis,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should introduce universal health care,The new Cuban government asserted that universal healthcare was to become a priority of state planning.,Barack Obama campaigned in favor of universal health coverage as early as January 2007 [REF].,2,0.86,PRO,PRO,0.7105341553688049,0.5124860405921936,3346,3338,Healthcare in Cuba,Healthy Americans Act,https://en.wikipedia.org/wiki/Healthcare_in_Cuba,https://en.wikipedia.org/wiki/Healthy_Americans_Act
We should further exploit wind turbines,"WindShare and its parent, the Toronto Renewable Energy Cooperative (TREC), have plans for more wind turbines.","Through a partnership with NativeEnergy, an organization that supports and builds renewable energy products, Aveda has helped fund wind turbines.",2,0.88,PRO,PRO,0.3335494697093964,0.4945078790187836,1500,1517,WindShare,Aveda,https://en.wikipedia.org/wiki/WindShare,https://en.wikipedia.org/wiki/Aveda
We should end affirmative action,"As president of the Harvard Law Review in 1990, Obama had published an article Fried wrote criticizing the effects of race-based affirmative action [REF].","As President of the Texas State Bar, Miers supported affirmative action, going so far as to continue a quota system for women and ethnic minorities practicing law in the state [REF].",1,0.67,PRO,CON,0.6698139905929565,0.7307539582252502,2504,2465,Charles Fried,Harriet Miers Supreme Court nomination,https://en.wikipedia.org/wiki/Charles_Fried,https://en.wikipedia.org/wiki/Harriet_Miers_Supreme_Court_nomination
Bullfighting should be banned,"The King has allegedly stated, that ""the day the EU bans bullfighting is the day Spain leaves the EU"" [REF].",Mosterín has repeatedly taken a strong public position against bullfighting and other forms of mistreatment of animals.,2,0.67,CON,PRO,0.7806721329689026,0.28624171018600464,1193,1201,Bullfighting,Jesús Mosterín,https://en.wikipedia.org/wiki/Bullfighting,https://en.wikipedia.org/wiki/Jesús_Mosterín
